Date,SeasonNumber,SeasonVersion,Player,MatchId,Map,Category,Playlist,Input,Queue,PreCsr,PostCsr,WinningTeam,WinningTeamCSR,WinningTeamMMR,WinningTeamScore,WinningTeamFinalScore,WinningTeamWinPercentChance,LosingTeam,LosingTeamCSR,LosingTeamMMR,LosingTeamScore,LosingTeamFinalScore,LosingTeamWinPercentChance,Rank,WasAtStart,WasAtEnd,WasInProgressJoin,Mmr,Outcome,Accuracy,DamageDone,DamageTaken,ShotsFired,ShotsLanded,ShotsMissed,KD,KDA,TotalKills,KillsMelee,KillsGrenade,KillsHeadshot,KillsPower,AssistsEmp,AssistsDriver,AssistsCallout,Deaths,Assists,Betrayals,Suicides,MaxSpree,VehicleDestroys,VehicleHijacks,ExpectedKills,ExpectedDeaths,Score,Perfects,Medals,LengthSeconds
"2023-05-22 04:39:25",3,1,"Bryan Tran",d60045cd-0935-4956-8cab-4a9ebd893f83,Recharge,Slayer,"Super Fiesta",CrossPlay,Open,0,0,,,,,,,,,,,,,3,1,1,0,,Win,43.11,3841,3115,167,72,95,1.50,5.33,12,0,0,1,7,0,0,0,8,4,0,0,3,0,0,12,12,1400,0,4,486
"2023-05-22 04:48:42",3,1,"Bryan Tran",aa6edeba-6f55-4424-8769-8720ff5c3e19,Behemoth,Slayer,"Super Fiesta",CrossPlay,Open,0,0,,,,,,,,,,,,,2,1,1,0,,Win,25.19,3932,3710,782,197,585,1.25,4.66,15,0,0,0,1,0,0,0,12,5,0,1,3,0,0,13,13,1650,0,6,545
"2023-05-22 04:58:33",3,1,"Bryan Tran",54b87c27-aff2-45b3-bdf8-18e58262a990,Cliffhanger,Slayer,"Super Fiesta",CrossPlay,Open,0,0,,,,,,,,,,,,,1,1,1,0,,Win,36.66,4098,2957,371,136,235,1.78,8.33,16,3,0,3,0,0,0,3,9,4,0,0,4,0,0,11,11,1830,0,6,448
"2023-05-22 17:39:41",3,1,"Bryan Tran",5c1d15e2-5c6c-4be4-812b-1354445e9bdf,"Launch Site",Slayer,"Super Fiesta",CrossPlay,Open,0,0,,,,,,,,,,,,,1,1,1,0,,Win,41.83,7016,3334,624,261,363,1.90,9.66,19,0,0,6,9,0,0,1,10,2,0,0,6,3,0,19,13,2110,0,15,736
"2023-05-22 18:19:13",3,1,"Bryan Tran",4ae30426-d82b-4de2-b19b-73fd1807aa68,Starboard,Slayer,"Super Fiesta",CrossPlay,Open,0,0,,,,,,,,,,,,,7,1,1,0,,Loss,33.33,2763,3526,162,54,108,0.75,-2.33,9,0,1,2,3,0,0,0,12,2,0,1,3,0,0,15,15,900,0,4,605
"2023-05-22 18:30:47",3,1,"Bryan Tran",7ec0af64-1c4d-4e4c-b239-7cbf6a1334db,Vagabond,Slayer,"Super Fiesta",CrossPlay,Open,0,0,,,,,,,,,,,,,7,1,1,0,,Loss,23.81,1929,3598,273,65,208,0.47,-8.00,7,0,0,2,0,0,0,0,15,0,0,0,2,0,0,10,10,700,0,0,417
"2023-05-22 18:40:59",3,1,"Bryan Tran",fded49be-86b6-475e-96d7-38eab1606344,Aquarius,Slayer,"Super Fiesta",CrossPlay,Open,0,0,,,,,,,,,,,,,9,1,0,0,,Left,35.56,1527,2226,90,32,58,0.44,-4.66,4,1,0,0,3,0,0,2,9,1,0,0,2,0,0,5,6,480,0,0,380
"2023-05-22 18:46:51",3,1,"Bryan Tran",210e6593-7ae2-4c83-a346-4ea4ba88e8db,Curfew,Slayer,"Super Fiesta",CrossPlay,Open,0,0,,,,,,,,,,,,,3,1,1,0,,Win,25.3,3431,3145,336,85,251,1.08,2.00,13,2,1,1,7,0,0,0,12,3,0,0,4,0,0,13,10,1460,0,7,523
"2023-05-22 18:57:09",3,1,"Bryan Tran",82fa9ec0-0953-4859-8e01-b2b96df4aa80,Absolution,Slayer,"Super Fiesta",CrossPlay,Open,0,0,,,,,,,,,,,,,5,1,1,0,,Loss,29.13,4084,3592,333,97,236,1.00,0.66,14,2,0,1,4,0,0,0,14,2,0,0,2,0,0,10,11,1520,0,5,443
"2023-05-22 19:06:35",3,1,"Bryan Tran",fe27aa5c-f568-42fe-a177-eb5edf6672e4,Aquarius,Slayer,"Super Fiesta",CrossPlay,Open,0,0,,,,,,,,,,,,,7,1,1,0,,Loss,25.51,2696,3594,294,75,219,0.36,-8.33,5,0,0,0,4,0,0,0,14,2,0,0,1,0,0,9,12,600,0,3,429
"2023-05-23 00:20:14",3,1,"Bryan Tran",352fb174-2622-40c9-b8ac-a22504d9786a,Catalyst,Slayer,"Super Fiesta",CrossPlay,Open,0,0,,,,,,,,,,,,,6,1,1,0,,Loss,29,3014,3006,469,136,333,1.09,2.33,12,0,0,0,6,0,0,0,11,4,0,0,5,0,0,16,10,1410,0,6,540
"2023-05-23 00:33:27",3,1,"Bryan Tran",43957035-0320-4f40-920d-f08c20ec95ea,Aquarius,Slayer,"Super Fiesta",CrossPlay,Open,0,0,,,,,,,,,,,,,7,1,1,0,,Loss,25,2516,3731,268,67,201,0.50,-7.00,8,0,0,2,4,0,0,0,16,3,0,0,2,0,0,9,11,990,0,1,421
"2023-05-23 06:04:44",3,1,"Bryan Tran",1a0d14af-2cc3-4050-a8e5-f3907c20eb73,Empyrean,Slayer,"Super Fiesta",CrossPlay,Open,0,0,,,,,,,,,,,,,2,1,1,0,,Win,34.23,3231,2483,260,89,171,2.17,8.33,13,1,1,3,5,0,0,0,6,4,0,0,4,0,0,12,11,1500,0,3,485
"2023-05-23 06:15:17",3,1,"Bryan Tran",c9a3a7f1-4dad-49f9-a3c4-c44d3c372387,Cliffhanger,Slayer,"Super Fiesta",CrossPlay,Open,0,0,,,,,,,,,,,,,5,1,1,0,,Loss,34.47,3429,3731,409,141,268,0.93,-1.00,13,0,0,4,1,0,0,0,14,0,0,0,6,0,0,12,12,1300,0,6,504
"2023-05-23 06:24:48",3,1,"Bryan Tran",10e7ef33-22cd-4dc2-a830-25cddb18ed03,Aquarius,Slayer,"Super Fiesta",CrossPlay,Open,0,0,,,,,,,,,,,,,4,1,1,0,,Win,24.61,2214,1996,317,78,239,1.14,1.66,8,0,0,1,4,0,0,0,7,2,0,0,3,0,0,11,9,910,0,3,418
"2023-05-23 06:34:48",3,1,"Bryan Tran",26efe869-b27e-41b1-84ff-1d3cb01dffd5,Recharge,Slayer,"Super Fiesta",CrossPlay,Open,0,0,,,,,,,,,,,,,1,1,1,0,,Win,30.16,2592,3155,315,95,220,1.44,4.66,13,2,0,2,1,0,0,0,9,2,0,0,4,0,0,12,11,1420,0,1,481
"2023-05-23 06:44:03",3,1,"Bryan Tran",68d305dc-eee3-4380-b6e3-47c41029cd31,Absolution,Slayer,"Super Fiesta",CrossPlay,Open,0,0,,,,,,,,,,,,,2,1,1,0,,Win,24.11,4347,4224,394,95,299,0.87,-1.33,13,0,0,1,5,0,0,0,15,2,0,0,5,0,0,12,12,1410,0,4,509
"2023-05-23 06:53:52",3,1,"Bryan Tran",9c1fe79a-2366-4794-94ca-cda90f9a2aea,Cliffhanger,Slayer,"Super Fiesta",CrossPlay,Open,0,0,,,,,,,,,,,,,2,1,1,0,,Win,29.17,3875,3161,600,175,425,1.36,5.00,15,1,0,2,8,0,0,0,11,3,0,1,3,0,0,13,12,1570,0,8,501
"2023-05-23 07:04:07",3,1,"Bryan Tran",cf51ef88-8346-4f96-9b9c-a134d7d86d82,Detachment,Slayer,"Super Fiesta",CrossPlay,Open,0,0,,,,,,,,,,,,,7,1,1,0,,Loss,33.75,2776,3384,320,108,212,0.75,-2.33,9,0,0,1,5,0,0,0,12,2,0,0,3,0,0,16,18,1020,0,2,693
"2023-05-23 07:23:26",3,1,"Bryan Tran",4d50f117-b7a6-487a-a991-fd5f412ded73,Catalyst,Slayer,"Super Fiesta",CrossPlay,Open,0,0,,,,,,,,,,,,,3,1,1,0,,Win,31.43,3284,3473,350,110,240,0.77,-1.33,10,3,0,0,5,0,0,0,13,5,0,0,5,0,0,12,11,1250,0,4,567
"2023-05-23 07:34:19",3,1,"Bryan Tran",2acaf5f0-a415-49af-a2a4-746fe66580a9,Aquarius,Slayer,"Super Fiesta",CrossPlay,Open,0,0,,,,,,,,,,,,,5,1,1,0,,Loss,29.22,2927,3312,308,90,218,0.77,-2.66,10,1,0,0,4,0,0,0,13,1,0,0,7,0,0,11,8,1050,0,8,394
"2023-05-23 07:42:12",3,1,"Bryan Tran",067a9d2b-be67-4dee-bd71-27358c6b4d21,Salvation,Slayer,"Super Fiesta",CrossPlay,Open,0,0,,,,,,,,,,,,,1,1,1,0,,Win,18.22,5992,2908,269,49,220,3.29,17.66,23,1,0,1,21,0,0,0,7,5,0,0,7,0,0,15,11,2560,0,12,539
"2023-05-23 16:01:26",3,1,"Bryan Tran",a9a0fd19-ad71-4893-868f-fccf9c8e3b15,Chasm,Slayer,"Super Fiesta",CrossPlay,Open,0,0,,,,,,,,,,,,,8,1,1,0,,Loss,22.65,3059,3430,309,70,239,0.46,-4.66,6,0,0,3,1,0,0,0,13,7,0,0,2,0,0,11,11,950,0,1,462
"2023-05-23 16:10:49",3,1,"Bryan Tran",e378678d-3471-448f-902d-52bc44cc116b,Cliffhanger,Slayer,"Super Fiesta",CrossPlay,Open,0,0,,,,,,,,,,,,,8,1,1,0,,Loss,30,2512,3545,350,105,245,0.50,-5.66,7,0,0,0,2,0,0,0,14,4,0,1,2,0,0,12,12,820,0,3,501
"2023-05-23 16:23:04",3,1,"Bryan Tran",0d2be0e2-4f38-49fc-8aff-982759962800,Vagabond,Slayer,"Super Fiesta",CrossPlay,Open,0,0,,,,,,,,,,,,,6,1,1,0,,Loss,16.24,3443,3942,474,77,397,0.73,-3.33,11,1,0,1,6,0,0,0,15,2,0,0,2,0,0,13,12,1200,0,7,494
"2023-05-24 21:09:15",3,1,"Bryan Tran",6673c27a-a781-4236-9f89-b514debce088,Argyle,Slayer,"Super Fiesta",CrossPlay,Open,0,0,,,,,,,,,,,,,4,1,1,0,,Win,26.75,3016,3819,471,126,345,0.67,-3.00,8,2,0,3,0,0,0,0,12,3,0,0,4,0,0,14,16,950,0,3,716
"2023-05-24 21:23:27",3,1,"Bryan Tran",222dcd8c-d351-4b4e-9fd4-d6906c9916a1,Streets,Slayer,"Super Fiesta",CrossPlay,Open,0,0,,,,,,,,,,,,,8,1,1,0,,Loss,20.34,1978,2815,290,59,231,0.75,-3.00,9,1,0,1,3,0,0,0,12,0,0,0,3,0,0,9,11,900,0,3,421
"2023-05-24 21:32:02",3,1,"Bryan Tran",8fd9dce3-3050-47ea-875b-6a18dec8d368,Chasm,Slayer,"Super Fiesta",CrossPlay,Open,0,0,,,,,,,,,,,,,3,1,1,0,,Win,25.97,2709,3359,385,100,285,0.82,0.00,9,0,0,0,4,0,0,1,11,6,0,1,4,0,0,16,14,1140,0,2,594
"2023-05-24 21:43:32",3,1,"Bryan Tran",74d71834-af1f-4f03-9264-f636580be478,Bazaar,Slayer,"Super Fiesta",CrossPlay,Open,0,0,,,,,,,,,,,,,5,1,1,0,,Loss,22.76,4232,5390,580,132,448,1.13,2.66,17,6,0,6,5,0,0,0,15,2,0,0,4,0,0,15,13,1810,0,7,686
"2023-05-24 21:57:20",3,1,"Bryan Tran",124eb9f9-31cf-474c-bc77-c4cd189f89d3,Absolution,Slayer,"Super Fiesta",CrossPlay,Open,0,0,,,,,,,,,,,,,1,1,1,0,,Win,28.53,4793,3490,687,196,491,1.64,8.66,18,0,1,0,6,0,0,0,11,5,0,0,5,0,0,12,10,2070,0,10,459
"2023-05-24 22:38:04",3,1,"Bryan Tran",ea3d28ea-87ef-4e88-95af-5fb27d08f89b,Cliffhanger,Slayer,"Super Fiesta",CrossPlay,Open,0,0,,,,,,,,,,,,,1,1,1,0,,Win,36.51,5143,3777,567,207,360,2.22,12.33,20,0,0,2,8,0,0,0,9,4,0,0,5,0,0,12,12,2200,0,9,498
"2023-05-24 22:49:19",3,1,"Bryan Tran",c84688aa-77ce-4b29-8845-1a611943fe02,Argyle,Slayer,"Super Fiesta",CrossPlay,Open,0,0,,,,,,,,,,,,,5,1,1,0,,Loss,19.29,2924,3710,482,93,389,0.47,-7.66,7,1,0,2,1,0,0,0,15,1,0,0,2,0,0,11,13,760,0,3,485
"2023-05-24 22:56:05",3,1,"Bryan Tran",f058d323-fd97-4256-bc62-8677f8b80b4b,Catalyst,Slayer,"Super Fiesta",CrossPlay,Open,0,0,,,,,,,,,,,,,4,0,1,1,,Win,26.91,2365,2539,223,60,163,0.70,-1.66,7,0,0,2,5,0,0,1,10,4,0,0,2,0,0,7,8,910,0,5,583
"2023-05-25 01:28:56",3,1,"Bryan Tran",325d73f9-6e79-46c5-83ea-194dd30db243,"Live Fire",Slayer,"Quick Play",CrossPlay,Open,0,0,,,,,,,,,,,,,6,1,1,0,,Loss,35.17,4332,3945,344,121,223,0.79,-2.00,11,4,1,3,0,0,0,0,14,3,0,0,3,0,0,7,10,1250,0,3,421
"2023-05-25 01:38:46",3,1,"Bryan Tran",2a790031-c423-41bb-9741-631608c242f5,Cliffhanger,"King of the Hill","Quick Play",CrossPlay,Open,0,0,,,,,,,,,,,,,1,1,1,0,,Win,34.27,2275,2858,286,98,188,0.60,-2.66,6,1,1,2,0,0,0,0,10,4,0,0,3,0,0,9,10,1375,0,2,431
"2023-05-25 01:50:53",3,1,"Bryan Tran",5c2350d2-ed4e-4b2c-9b51-d13d2965be0d,Salvation,"One Flag CTF","Quick Play",CrossPlay,Open,0,0,,,,,,,,,,,,,2,1,1,0,,Win,37.38,4553,5300,412,154,258,0.83,-1.00,15,4,0,2,2,0,0,0,18,6,0,0,4,0,0,9,13,1825,0,8,682
"2023-05-25 02:04:11",3,1,"Bryan Tran",bca7941d-15fd-4355-b064-f7629f53c140,Cliffhanger,Slayer,"Quick Play",CrossPlay,Open,0,0,,,,,,,,,,,,,7,1,1,0,,Loss,41.54,2784,4499,390,162,228,0.69,-3.33,11,3,1,1,3,0,0,1,16,5,0,0,2,0,0,9,15,1360,0,2,630
"2023-05-25 02:17:35",3,1,"Bryan Tran",93dd3b99-4ebe-412b-9cb0-17ffd043080e,"Oasis Heavies",CTF,"WORKSHOP BTB INFECTION",CrossPlay,Open,0,0,,,,,,,,,,,,,3,1,1,0,,Win,41.4,12674,4419,814,337,477,0.83,0.33,15,2,0,6,3,0,0,1,18,10,0,0,6,3,0,13,14,2060,0,8,1123
"2023-05-25 02:38:04",3,1,"Bryan Tran",61f4f2e8-9b9e-4090-bb65-c03a11fc614e,"Fragmentation Heavies",Slayer,"WORKSHOP BTB INFECTION",CrossPlay,Open,0,0,,,,,,,,,,,,,14,1,1,0,,Loss,42.48,6177,2932,532,226,306,0.90,-1.00,9,1,0,4,1,0,0,0,10,0,0,0,3,3,0,8,7,1050,0,7,648
"2023-05-25 02:51:10",3,1,"Bryan Tran",8c72c20f-2012-41be-a23c-bd99f4fb4f43,"Breaker Heavies","Total Control","WORKSHOP BTB INFECTION",CrossPlay,Open,0,0,,,,,,,,,,,,,13,1,1,0,,Loss,42.73,4472,3868,695,297,398,1.58,8.00,19,1,0,10,5,0,0,0,12,3,0,2,8,2,0,9,9,2225,0,8,710
"2023-05-25 03:04:48",3,1,"Bryan Tran",c9583971-f89a-4552-87cb-fbeab13ee90e,"Fragmentation Heavies",Slayer,"WORKSHOP BTB INFECTION",CrossPlay,Open,0,0,,,,,,,,,,,,,24,1,1,0,,Loss,57.32,1449,3255,396,227,169,0.15,-10.33,2,0,0,0,0,0,1,0,13,2,0,1,2,1,0,7,9,200,0,1,683
"2023-05-25 03:21:24",3,1,"Bryan Tran",3bcd07c2-faab-49e8-bc97-bb4285b34da2,Curfew,Slayer,"Community Collection",CrossPlay,Open,0,0,,,,,,,,,,,,,5,1,1,0,,Loss,33.7,3433,3908,368,124,244,0.93,0.66,13,1,0,6,0,0,0,0,14,5,0,0,3,0,0,7,12,1550,0,1,454
"2023-05-25 03:31:50",3,1,"Bryan Tran",e40fbda9-c9ca-4908-8ea9-b9943f2a8051,Vagabond,"King of the Hill","Community Collection",CrossPlay,Open,0,0,,,,,,,,,,,,,5,1,1,0,,Loss,36.67,1480,2233,120,44,76,0.30,-6.33,3,1,1,0,0,0,0,0,10,2,0,0,1,0,0,5,7,475,0,0,294
"2023-05-25 03:38:11",3,1,"Bryan Tran",96d43ade-d049-4168-ab5a-c91d332b9159,Curfew,Strongholds,"Community Collection",CrossPlay,Open,0,0,,,,,,,,,,,,,5,1,1,0,,Loss,45.7,3310,4365,256,117,139,0.50,-6.33,9,3,4,0,1,0,0,0,18,8,0,0,3,0,0,9,14,1700,0,5,582
"2023-05-25 03:55:10",3,1,"Bryan Tran",6054a2c7-1f1d-4cf4-81f6-96897ed74ce6,Solution,"Land Grab","Community Collection",CrossPlay,Open,0,0,,,,,,,,,,,,,2,1,1,0,,Win,44.64,2704,2910,233,104,129,1.20,3.33,12,3,2,2,0,0,0,0,10,4,0,0,3,0,0,8,9,1800,0,6,435
"2023-05-25 04:04:11",3,1,"Bryan Tran",ca9b7fb9-82f5-4000-b953-25289396f3e4,Solution,Oddball,"Community Collection",CrossPlay,Open,0,0,,,,,,,,,,,,,1,1,1,0,,Win,49.36,3651,4936,233,115,118,0.63,-5.33,12,2,1,2,1,0,0,0,19,5,0,0,2,0,0,15,19,2750,0,2,832
"2023-05-25 04:23:16",3,1,"Bryan Tran",4e359c91-30e9-449f-9199-6a731685a4f5,Solution,"Land Grab","Community Collection",CrossPlay,Open,0,0,,,,,,,,,,,,,7,1,1,0,,Loss,48.34,3244,3275,151,73,78,1.15,3.33,15,5,1,3,1,0,0,0,13,4,0,0,4,0,0,7,11,2100,0,8,456
"2023-05-25 04:33:20",3,1,"Bryan Tran",82e2ea2a-688e-42b2-b9dc-f0a5e15fede9,Vagabond,Slayer,"Community Collection",CrossPlay,Open,0,0,,,,,,,,,,,,,6,1,1,0,,Loss,43.84,4332,4294,333,146,187,0.76,-2.33,13,2,1,3,1,0,0,0,17,5,0,0,5,0,0,11,10,1550,0,4,490
"2023-05-25 19:02:20",3,1,"Bryan Tran",fe532c03-8de2-4697-999d-111fc9fab1f3,Detachment,Slayer,"Super Fiesta",CrossPlay,Open,0,0,,,,,,,,,,,,,1,1,1,0,,Win,28.18,3512,3513,330,93,237,1.50,5.66,15,1,0,4,8,0,0,0,10,2,0,0,10,0,0,16,14,1630,0,9,612
"2023-05-25 19:13:48",3,1,"Bryan Tran",2dee4853-d525-476c-a858-8a25496f5ddc,Perilous,Slayer,"Super Fiesta",CrossPlay,Open,0,0,,,,,,,,,,,,,5,1,1,0,,Loss,22.63,5155,4208,327,74,253,1.29,5.00,18,0,0,0,11,0,0,0,14,3,0,0,5,0,0,15,12,1980,0,10,547
"2023-05-25 19:24:27",3,1,"Bryan Tran",5e92c38d-f801-44a3-80f7-456cb81655c0,"Launch Site",Slayer,"Super Fiesta",CrossPlay,Open,0,0,,,,,,,,,,,,,1,1,1,0,,Win,41.39,5329,4165,360,149,211,1.70,8.66,17,2,0,6,3,0,0,0,10,5,0,0,4,1,0,21,14,1950,0,5,723
"2023-05-25 19:39:45",3,1,"Bryan Tran",4a2e0d6c-d7dc-4223-a017-b4f12ba1b30b,Streets,Slayer,"Super Fiesta",CrossPlay,Open,0,0,,,,,,,,,,,,,6,1,1,0,,Loss,30.52,3483,3559,213,65,148,1.00,0.33,14,1,0,4,8,0,0,0,14,1,0,0,3,0,0,10,11,1470,0,7,416
"2023-05-25 19:48:54",3,1,"Bryan Tran",f1ad1c6b-2da3-46b3-bb9d-451524bbd2a7,"Live Fire",Slayer,"Super Fiesta",CrossPlay,Open,0,0,,,,,,,,,,,,,3,1,1,0,,Win,22.99,2860,3346,335,77,258,0.77,-1.66,10,2,0,2,4,0,0,0,13,4,0,0,5,0,0,10,11,1210,0,3,416
"2023-05-25 20:01:14",3,1,"Bryan Tran",16bda2f5-8b61-4df1-83b1-67e7a35e3a90,Cliffhanger,Slayer,"Super Fiesta",CrossPlay,Open,0,0,,,,,,,,,,,,,5,1,1,0,,Loss,27.41,2819,3673,321,88,233,0.67,-4.00,10,1,0,1,3,0,0,0,15,3,0,0,2,0,0,13,11,1160,0,3,471
"2023-05-25 20:09:58",3,1,"Bryan Tran",df3e80f7-a996-4ea1-aae7-7efe69460e3a,Argyle,Slayer,"Super Fiesta",CrossPlay,Open,0,0,,,,,,,,,,,,,4,1,1,0,,Win,21.13,2958,3723,284,60,224,0.64,-4.33,9,1,0,1,3,0,0,0,14,2,0,0,3,0,0,14,12,1000,0,1,512
"2023-05-27 01:27:35",3,1,"Bryan Tran",61556884-96b7-40a6-9f14-4fe85c778f1a,Salvation,Slayer,"Super Fiesta",CrossPlay,Open,0,0,,,,,,,,,,,,,1,1,1,0,,Win,21.96,3676,1813,296,65,231,4.25,14.00,17,0,0,0,7,0,0,0,4,3,0,0,7,0,0,15,11,1880,0,11,532
"2023-05-27 01:37:59",3,1,"Bryan Tran",cf93d99a-657e-4977-97d7-e1d639f1a675,Aquarius,Slayer,"Super Fiesta",CrossPlay,Open,0,0,,,,,,,,,,,,,6,1,1,0,,Loss,32.83,3428,3469,396,130,266,0.91,0.00,10,0,0,1,4,0,0,0,11,3,0,0,2,0,0,12,12,1180,0,5,484
"2023-05-27 01:47:10",3,1,"Bryan Tran",383c4655-902c-42a7-b5f4-14f31e9118c1,Cliffhanger,Slayer,"Super Fiesta",CrossPlay,Open,0,0,,,,,,,,,,,,,5,1,1,0,,Loss,53.71,3726,4279,229,123,106,1.07,1.66,16,0,0,1,7,0,0,0,15,2,0,1,3,0,0,12,12,1610,0,9,482
"2023-05-27 19:48:44",3,1,"Bryan Tran",a6464e49-a430-4be4-8dfa-32de1ac51d83,Argyle,"King of the Hill","Quick Play",CrossPlay,Open,0,0,,,,,,,,,,,,,1,1,1,0,,Win,38.02,2526,2890,263,100,163,0.60,-2.00,6,0,1,1,0,0,0,0,10,6,0,0,2,0,0,11,10,1575,0,1,484
"2023-05-27 19:58:36",3,1,"Bryan Tran",64418c60-41ea-4053-8c45-ad4ec9c728c6,Bazaar,Slayer,"Super Fiesta",CrossPlay,Open,0,0,,,,,,,,,,,,,2,1,1,0,,Win,24.19,4403,3975,496,120,376,1.25,4.66,15,0,0,2,11,0,0,0,12,5,0,0,4,0,0,14,15,1750,0,7,698
"2023-05-27 20:11:55",3,1,"Bryan Tran",9bdb9df3-b816-49d5-990d-3a4d5399e184,Empyrean,Slayer,"Super Fiesta",CrossPlay,Open,0,0,,,,,,,,,,,,,3,1,1,0,,Win,35.31,3346,3108,320,113,207,1.20,2.66,12,1,0,2,4,0,0,0,10,2,0,0,3,0,0,14,14,1300,0,3,556
"2023-06-10 16:36:24",3,1,"Bryan Tran",ff9712bf-1511-46f4-9f63-5341bc4302f1,Bazaar,Slayer,"Super Fiesta",CrossPlay,Open,0,0,,,,,,,,,,,,,7,1,1,0,,Loss,36.52,2265,3054,115,42,73,0.54,-6.00,7,0,0,0,6,0,0,0,13,0,0,0,4,0,0,10,14,710,0,3,472
"2023-06-10 17:05:45",3,1,"Bryan Tran",7d10048f-6d04-45f4-a851-0eaa1a36f262,"Dead Water",Slayer,"Community Doubles",CrossPlay,Open,0,0,,,,,,,,,,,,,3,1,1,0,,Loss,32.71,2136,2469,214,70,144,0.80,-1.66,8,0,3,4,0,0,0,0,10,1,0,0,3,0,0,4,7,850,0,6,312
"2023-06-10 17:13:51",3,1,"Bryan Tran",9a28eaab-4354-4ed1-8a36-6737454ae764,Daimyo,CTF,"Community Doubles",CrossPlay,Open,0,0,,,,,,,,,,,,,1,1,1,0,,Win,49.19,3882,3721,248,122,126,1.00,2.00,11,3,0,3,1,0,0,0,11,6,0,0,4,0,0,11,11,2240,0,3,619
"2023-06-10 17:25:30",3,1,"Bryan Tran",5c017862-629c-4e27-9f85-cd7cbe3946d1,Arrival,Slayer,"Community Doubles",CrossPlay,Open,0,0,,,,,,,,,,,,,3,1,1,0,,Loss,27.51,2085,2364,229,63,166,0.67,-3.00,6,2,0,1,0,0,0,0,9,0,0,0,2,0,0,5,7,600,0,0,356
"2023-06-10 17:32:48",3,1,"Bryan Tran",25467abf-3e45-447e-93f1-83392f1e5977,"Dead Water",Oddball,"Community Doubles",CrossPlay,Open,0,0,,,,,,,,,,,,,1,1,1,0,,Win,39.59,4765,3260,394,156,238,2.14,10.66,15,6,1,5,0,0,0,0,7,8,0,0,4,0,0,12,10,3250,0,7,514
"2023-06-10 17:44:32",3,1,"Bryan Tran",c29dc840-ccdc-4c09-9b46-398ccf1f6c8e,"Last Broadcast","King of the Hill","Community Doubles",CrossPlay,Open,0,0,,,,,,,,,,,,,1,1,1,0,,Win,44.2,2891,4203,319,141,178,0.92,1.00,11,2,1,4,0,0,0,0,12,6,0,0,2,0,0,8,10,2050,0,4,454
"2023-06-10 17:55:26",3,1,"Bryan Tran",fd77411f-000f-4970-a6a0-624c2d551224,"Dead Water",Slayer,"Community Doubles",CrossPlay,Open,0,0,,,,,,,,,,,,,2,1,1,0,,Win,43.1,2644,2879,348,150,198,0.89,1.00,8,1,1,2,0,0,0,0,9,6,0,0,2,0,0,6,8,1100,0,0,393
"2023-06-10 18:03:26",3,1,"Bryan Tran",54401710-0935-4d5c-b67d-6f95b498eeec,Arrival,Slayer,"Community Doubles",CrossPlay,Open,0,0,,,,,,,,,,,,,4,1,1,0,,Loss,31.88,2361,2823,298,95,203,0.78,-1.33,7,1,2,2,0,0,0,0,9,2,0,0,2,0,0,6,8,800,0,2,407
"2023-06-10 18:13:08",3,1,"Bryan Tran",0097dca5-9f87-4eca-b674-dcb6266855a7,"Dead Water","King of the Hill","Community Doubles",CrossPlay,Open,0,0,,,,,,,,,,,,,3,1,1,0,,Loss,29.14,2288,3846,350,102,248,0.54,-5.00,7,1,0,1,0,0,0,0,13,3,0,0,2,0,0,7,10,1025,0,1,414
"2023-06-10 18:24:12",3,1,"Bryan Tran",485ef79a-2cfe-47c3-88a5-f6356718cb9d,"Dead Water",Slayer,"Community Doubles",CrossPlay,Open,0,0,,,,,,,,,,,,,2,1,1,0,,Win,45.81,2129,2108,203,93,110,1.00,1.33,7,2,0,4,0,0,0,4,7,4,0,0,2,0,0,6,7,940,0,3,356
"2023-06-10 18:45:20",3,1,"Bryan Tran",d947bcae-2e2a-41e2-ad5e-6575ea18010b,"Dead Water","King of the Hill","Community Doubles",CrossPlay,Open,0,0,,,,,,,,,,,,,3,1,1,0,,Loss,38.02,2368,3798,334,127,207,0.80,-2.66,12,0,2,2,0,0,0,0,15,1,0,0,2,0,0,8,12,1775,0,3,478
"2023-06-10 18:55:23",3,1,"Bryan Tran",2e3d8c8a-c13c-4fe1-9498-1e5ef344379a,Arrival,Slayer,"Community Doubles",CrossPlay,Open,0,0,,,,,,,,,,,,,2,1,1,0,,Win,51.64,2091,2347,122,63,59,1.00,1.33,8,2,0,1,2,0,0,4,8,4,0,0,3,0,0,8,8,1040,0,4,420
"2023-06-10 18:58:02",3,1,"Bryan Tran",f99612bf-4e21-4a7c-a652-9f47995f0859,Deadlock,"Total Control","Big Team Battle",CrossPlay,Open,0,0,,,,,,,,,,,,,22,0,0,1,,Left,0,0,225,0,0,0,0.00,-1.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,551
"2023-06-10 19:09:13",3,1,"Bryan Tran",66cb5876-dc1b-4296-af97-8cfdcd970f07,"Breaker Heavies",Slayer,"Big Team Battle",CrossPlay,Open,0,0,,,,,,,,,,,,,21,1,1,0,,Loss,36.87,3655,3521,518,191,327,0.33,-5.66,4,0,0,1,0,0,0,0,12,7,0,0,2,1,0,6,7,750,0,0,564
